European Space Agency Paris,ACRI-ST S.A.S.,ROUTE DU PIN MONTARD SOPHIA ANTIPOLIS CEDEXFrance,SENTINEL-3 - PREPARATION AND OPERATIONS OF THE MISSIONPERFORMANCE CENTRE (MPC),1/1/2017,12/31/2017,"559,007"
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO 24 I 00131 ROME ITALY,Sentinel-1 Satellites C/D Units Construction,1/1/2016,12/31/2016,"3,675,000.00"
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO 24 I 00131 ROME ITALY,Sentinel-1B Phase E,1/1/2016,12/31/2016,"522,801.00"
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO 24 I 00131 ROME ITALY,SENTINEL-3 C/D UNITS - PLATFORM AND SYSTEM ACTIVITIES,1/1/2016,12/31/2016,"50,000.00"
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO 24 I 00131 ROME ITALY,SENTINEL-6A/B-MMFU,1/1/2016,12/31/2016,"1,976,000.00"
European Space Agency Paris,TNO INDUSTRIAL RESEARCH,Anna van Buerenplein 1 The Hague NETHERLANDS,SENTINEL-5  UV1 ACTIVITY,1/1/2016,12/31/2016,"5,696,590.00"
European Space Agency Paris,TNO INDUSTRIAL RESEARCH,Anna van Buerenplein 1 The Hague NETHERLANDS,SENTINEL-5 PHASE B2 C/D E1. SD: TNO. 1.00.4: CALIBRATION ENGINEERING.,1/1/2016,12/31/2016,"2,149,546.00"
European Space Agency Paris,TNO INDUSTRIAL RESEARCH,Anna van Buerenplein 1 The Hague NETHERLANDS,SENTINEL-5 TSBOA ACTIVITY,1/1/2016,12/31/2016,"5,804,882.00"
European Space Agency Paris,T-SYSTEMS ENTERPRISE SERVICES GMBH,HAHNSTRASSE 43 D D 60528 FRANKFURT MAIN GERMANY,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FOR SENTINEL 1,1/1/2016,12/31/2016,"1,939,487.09"
European Space Agency Paris,T-SYSTEMS ENTERPRISE SERVICES GMBH,HAHNSTRASSE 43 D D 60528 FRANKFURT MAIN GERMANY,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FOR SENTINEL 2,1/1/2016,12/31/2016,"1,164,894.37"
European Space Agency Paris,T-SYSTEMS ENTERPRISE SERVICES GMBH,HAHNSTRASSE 43 D D 60528 FRANKFURT MAIN GERMANY,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FOR SENTINEL 3,1/1/2016,12/31/2016,"779,690.26"
European Space Agency Paris,UCL CONSULTANTS LTD,NETWORK BUILDING 2ND FLOOR LONDON GREAT BRITAIN,SENTINEL-2 LEVEL 2A STUDY - PRODUCT ASSESSMENT,1/1/2016,12/31/2016,"24,980.00"
European Space Agency Paris,UNIVERSITE CATHOLIQUE DE LOUVAIN,2 CHEMIN DU CYCLOTRON B-1348 LOUVAIN LA NEUVE BELGIUM,SENTINEL-2 LEVEL 2A STUDY - PRODUCT ASSESSMENT (UNIVERSITÉ CATHOLIQUE DE LOUVAIN),1/1/2016,12/31/2016,"25,000.00"
European Space Agency Paris,VISIOTERRA,14 rue Albert Einstein Champs-sur-Marne FRANCE,SENTINEL VISION SERVICE,1/1/2016,12/31/2016,"230,000.00"
European Space Agency Paris,VITO VL.INST.TECHN.ONDERZOEK,BOERETANG 200 MOL BELGIUM,Data Warehouse activities - data requirements,1/1/2016,12/31/2016,"111,254.00"
European Space Agency Paris,VTT TECHNICAL RESEARCH CENTRE OF FILTD,PO Box 1000 Espoo FINLAND,SENTINEL-2 ATMOSPHERIC CORRECTION ALGORITHM ASSESSMENT,1/1/2016,12/31/2016,"25,000.00"
European Space Agency Paris,ZARM TECHNIK AG,AM FALLTURM BREMEN GERMANY,SENTINEL-6A/B-MAG/MTQ,1/1/2016,12/31/2016,"181,606.00"
European Space Agency Paris,ACRI-ST S.A.S.,ROUTE DU PIN MONTARD 260 06904 SOPHIA ANTIPOLISCEDEX France,PREPARATION AND OPERATIONS OF THE MISSION PERFORMANCE CENTRE (MPC) FOR THE GMESSENTINEL-3 MISSION,1/1/2018,12/31/2018,"390,427.00"
European Space Agency Paris,AIM INFRAROT-MODULE GMBH,THERESIENSTRASSE 2 74072 HEILBRONN Germany,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"50,000.00"
European Space Agency Paris,AIRBUS DEFENCE & SPACE NETHERLANDS(FORMER DUTCH SPACE),MENDELWEG 30 2333 CS Leiden The Netherlands,Sentinel 2 Satellites C/D Units construction,1/1/2018,12/31/2018,"37,748.00"
European Space Agency Paris,AIRBUS DEFENCE & SPACE NETHERLANDS(FORMER DUTCH SPACE),MENDELWEG 30 2333 CS Leiden The Netherlands,SENTINEL-5P TROPOMI INSTRUMENT IN-ORBIT OPERATIONS  MAINTENANCE SUPPORT,1/1/2018,12/31/2018,"1,117,977.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE LIMITED,GUNNELS WOOD ROAD SG1 2AS STEVENAGE UnitedKingdom,SENTINEL-5P PLATFORM IN-ORBIT OPERATIONS  MAINTENANCE SUPPORT,1/1/2018,12/31/2018,"1,845,067.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE LIMITED,GUNNELS WOOD ROAD SG1 2AS STEVENAGE UnitedKingdom,SENTINEL-6 A/B - MPPS,1/1/2018,12/31/2018,"74,734.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,RUE DES COSMONAUTES 31 31402 TOULOUSE France,COPERNICUS DATA AND INFORMATION ACCESS SERVICES OPERATIONS,1/1/2018,12/31/2018,"15,918,899.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,RUE DES COSMONAUTES 31 31402 TOULOUSE France,SENTINEL-1 PAYLOAD DATA GROUND SEGMENT SYSTEM OPERATIONS MAINTENANCE ANDEVOLUTIONS,1/1/2018,12/31/2018,"924,240.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,RUE DES COSMONAUTES 31 31402 TOULOUSE France,SENTINEL-5 FPS ACTIVITY,1/1/2018,12/31/2018,"65,448.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,RUE DES COSMONAUTES 31 31402 TOULOUSE France,SENTINEL-5P PLATFORM IN-ORBIT OPERATIONS  MAINTENANCE SUPPORT,1/1/2018,12/31/2018,"592,090.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE S.A.U,AVENIDA DE ARAGÓN 404 28022  MADRID Spain,EC/ESA COPERNICUS -  SENTINEL-3 IN-ORBIT OPERATIONS  MAINTENANCE SUPPORT.,1/1/2018,12/31/2018,"311,825.00"
European Space Agency Paris,AIRBUS DEFENCE AND SPACE S.A.U,AVENIDA DE ARAGÓN 404 28022  MADRID Spain,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"18,592.00"
European Space Agency Paris,AIRBUS DS GEO SA,RUE DES SATELLITES 5 31030 TOULOUSE CEDEX  4 France,COPERNICUS SPACE COMPONENT DATA ACCESS (CSC DA)  DATA WAREHOUSE,1/1/2018,12/31/2018,"4,310,000.00"
European Space Agency Paris,AIRBUS DS GEO SA,RUE DES SATELLITES 5 31030 TOULOUSE CEDEX  4 France,VERY HIGH RESOLUTION (VHR) IMAGE 2018,1/1/2018,12/31/2018,"24,161,655.00"
European Space Agency Paris,Airbus DS GmbH Sat,Claude-Dornier-Strasse 88090 Immenstaad Germany,Sentinel 2 Satellites C/D Units construction,1/1/2018,12/31/2018,"511,598.00"
European Space Agency Paris,Airbus DS GmbH Sat,Claude-Dornier-Strasse 88090 Immenstaad Germany,Sentinel-1 Satellites C/D Units Construction,1/1/2018,12/31/2018,"2,132,915.00"
European Space Agency Paris,Airbus DS GmbH Sat,Claude-Dornier-Strasse 88090 Immenstaad Germany,SENTINEL-5 PHASE B2 C/D,1/1/2018,12/31/2018,"3,233,686.00"
European Space Agency Paris,Airbus DS GmbH Sat,Claude-Dornier-Strasse 88090 Immenstaad Germany,Sentinel-6 A/B Satellite Instrument Construction,1/1/2018,12/31/2018,"884,976.00"
European Space Agency Paris,ATOS CONVERGENCE CREATORS GMBH,AUTOKADER STRASSE 29 1210 WIEN Austria,SENTINEL-5 EGSE ACTIVITY,1/1/2018,12/31/2018,"234,445.00"
European Space Agency Paris,CLS COLLECTE LOCALISATION SATELLITES,PARC TECHNOLOGIQUE DU CANAL RUE HERMES 11 31520RAMONVILLE SAINT-AGNE France,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"99,625.00"
European Space Agency Paris,CNES CST,Avenue Edouard Belin 18 Toulouse France,SENTINEL-3 CNES ROUTINE OPERATIONAL PHASE SUPPORT,1/1/2018,12/31/2018,"132,588.00"
European Space Agency Paris,COBHAM CHELTON TELECOM & MICROWAVETRADING AS COBHAM MICROWAVE SAS,AV.DE LA BALTIQUEZA de Courtaboeuf 31 91978 Villebon-sur-Yvette France,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"45,300.00"
European Space Agency Paris,COBHAM CHELTON TELECOM & MICROWAVETRADING AS COBHAM MICROWAVE SAS,AV.DE LA BALTIQUEZA de Courtaboeuf 31 91978 Villebon-sur-Yvette France,SENTINEL-6 A/B - DUPLEXER C-BAND,1/1/2018,12/31/2018,"29,592.00"
European Space Agency Paris,CRISA SA COMPUTADORAS REDES E INGENIERIA,C/.TORRES QUEVEDOS/N 9 28760 MADRID Spain,SENTINEL-5 SWIR SS ACTIVITY,1/1/2018,12/31/2018,"18,444.00"
European Space Agency Paris,CS SYSTEMES D INFORMATION,ZAC DE LA GRANDE PLAINE 5 31506 F-31506 TOULOUSECEDEX 5 France,SENTINEL-2 PAYLOAD DATA GROUND SEGMENT (PDGS),1/1/2018,12/31/2018,"82,046.00"
European Space Agency Paris,CSL - CENTRE SPATIAL DE LIÈGE,Avenue Pré-aily 4031 ANGLEUR LIEGE Belgium,Sentinel 2 Satellites C/D Units construction,1/1/2018,12/31/2018,"1,379,013.00"
European Space Agency Paris,DEIMOS IMAGING S.L.U.,EDIFICIO GALILEO MODULO GRIS OFFICE 101 47151BOECILLO VALLADOLID Spain,COPERNICUS SPACE COMPONENT DATA ACCESS (CSC DA)  DATA WAREHOUSE,1/1/2018,12/31/2018,"568,000.00"
European Space Agency Paris,DEIMOS SPACE S.L.U,RONDA DE PONIENTE 19 EDIF.2 2A PL. 19 28760 TRESCANTOS/MADRID Spain,SENTINEL-1 UPGRADE FOR THE COMMISSIONING PHASE CALIBRATION AND PERFORMANCEANALYSIS FACILITY (CPAF) INFRASTRUCTURE,1/1/2018,12/31/2018,"250,000.00"
European Space Agency Paris,DTM SRL,VIA TACITO 65 41123 MODENA Italy,SENTINEL-5 MGSE ACTIVITY,1/1/2018,12/31/2018,"22,080.00"
European Space Agency Paris,EJR QUARTZ B.V,3E BINNENVESTGRACHT 23-F 2312 NR Leiden TheNetherlands,SENTINEL USER HANDBOOK  TECHNICAL EDITORIAL SERVICE,1/1/2018,12/31/2018,"64,034.00"
European Space Agency Paris,EUROPEAN SPACE IMAGING GMBH,Arnulfstrasse 199 80634 Munich Germany,COPERNICUS SPACE COMPONENT DATA ACCESS (CSC DA)  DATA WAREHOUSE,1/1/2018,12/31/2018,"3,503,291.00"
European Space Agency Paris,GMV AEROSPACE AND DEFENCE SA,ISAAC NEWTON / PTM 11 28760 MADRID / TRES CANTOS Spain,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"200,000.00"
European Space Agency Paris,GMV Insyen AG,Manchener Strasse 20 82234 Weling Germany,COPERNICUS OPERATIONS SERVICE SUPPORT,1/1/2018,12/31/2018,"284,442.73"
European Space Agency Paris,HTG- HYPERSCHALL TECHNOLOGIE GOETTI,Am Handweisergraben 13 37120 Bovenden Germany,Sentinel-1 Satellites C/D Units Construction,1/1/2018,12/31/2018,"20,000.00"
European Space Agency Paris,IABG MBH,EINSTEINSTRASSE 20 85521 Ottobrunn Germany,SENTINEL-6 A/B - TEST FACILITIES,1/1/2018,12/31/2018,"1,010,000.00"
European Space Agency Paris,JENA-OPTRONIK GMBH,Otto-Eppenstein-Strasse 3 07745 JENA Germany,Sentinel 2 Satellites C/D Units construction,1/1/2018,12/31/2018,"103,016.00"
European Space Agency Paris,KNMI,Utrechtseweg 297 3731 GA DE BILT The Netherlands,SENTINEL-5 PRECURSOR (S5P) MISSION PERFORMANCE CENTRE (MPC),1/1/2018,12/31/2018,"6,821,517.00"
European Space Agency Paris,Leonardo S.p.a.,Piazza Monte Grappa 4 00195 ROME Italy,SENTINEL-5 SWIR SS ACTIVITY,1/1/2018,12/31/2018,"51,380.00"
European Space Agency Paris,Leonardo S.p.a.,Piazza Monte Grappa 4 00195 ROME Italy,SENTINEL-6 A/B - SAW,1/1/2018,12/31/2018,"101,697.00"
European Space Agency Paris,LSE Space GMBH,ARGELSRIEDERFELD 22 82234 WESSLING Germany,COPERNICUS OPERATIONS SERVICE SUPPORT,1/1/2018,12/31/2018,"1,951,326.05"
European Space Agency Paris,LSE Space GMBH,ARGELSRIEDERFELD 22 82234 WESSLING Germany,COPERNICUS PRECISE ORBIT DETERMINATION GPS ORBITS AND CLOCKS,1/1/2018,12/31/2018,"1,963,533.00"
European Space Agency Paris,LUFTBLICK OG,Kreith 39a 6162 Mutters Austria,POP (PANDONIA OPERATIONS),1/1/2018,12/31/2018,"1,900,000.00"
European Space Agency Paris,MICOS ENGINEERING GMBH,Sackmatt 10A 6242 Wauwil Switzerland,SENTINEL-5 CAS ACTIVITY,1/1/2018,12/31/2018,"57,217.00"
European Space Agency Paris,NATIONAL PHYSICAL LABORATORY - NPL Management Limited,HAMPTON ROAD N/A TW11 0LW GB TEDDINGTON UnitedKingdom,VALIDATION FOR VEGETATION (VAL4VEG),1/1/2018,12/31/2018,"448,483.00"
European Space Agency Paris,OCEANDATALAB,ROUTE DE DEOLEN 870 29280 LOCMARIA PLOUZANEFrance,SENTINEL-1 RADIAL VELOCITIES (RVL) PILOT PROJECT,1/1/2018,12/31/2018,"198,863.00"
European Space Agency Paris,Planet Labs Germany GmbH,Kurfürstendamm 22 10719 BERLIN Germany,BLACKBRIDGE - COPERNICUS SPACE COMPONENT DATA ACCESS (CSC DA)  DATA WAREHOUSE,1/1/2018,12/31/2018,"953,213.00"
European Space Agency Paris,RHEA SYSTEM S.A.,AVENUE EINSTEIN 8 1300 Wavre Belgium,PDGS - ENGINEERING AND MANAGEMENT SUPPORT SERVICES,1/1/2018,12/31/2018,"382,386.17"
European Space Agency Paris,RHEA SYSTEM S.A.,AVENUE EINSTEIN 8 1300 Wavre Belgium,PDGS - ENGINEERING AND MANAGEMENT SUPPORT SERVICES (EMSS),1/1/2018,12/31/2018,"586,286.37"
European Space Agency Paris,RUAG SPACE AB,Solhusgatan (Delsjömotet) 11 405 15 GOETEBORG Sweden,Sentinel 2 Satellites C/D Units construction,1/1/2018,12/31/2018,"29,910.00"
European Space Agency Paris,RUAG SPACE AB,Solhusgatan (Delsjömotet) 11 405 15 GOETEBORG Sweden,SENTINEL-5P TROPOMI INSTRUMENT IN-ORBIT OPERATIONS  MAINTENANCE SUPPORT,1/1/2018,12/31/2018,"526,605.00"
European Space Agency Paris,SCISYS LTD,METHUEN PARK SN14 0GB CHIPPENHAM United Kingdom,DEVELOPMENT AND MAINTENANCE OF OPERATIONAL SIMULATOR FOR SENTINEL,1/1/2018,12/31/2018,"300,000.00"
European Space Agency Paris,SERCO Italia SpA,VIA SCIADONNA 24/26 00044 I-00044 FRASCATI Italy,SENTINELS ROLLING ARCHIVE PRODUCTS USER ACCESS OPERATIONS MAINTENANCE ANDEVOLUTIONS,1/1/2018,12/31/2018,"1,060,209.64"
European Space Agency Paris,SODERN,AVENUE DESCARTES 20 94451 LIMEIL-BREVANNES France,SENTINEL-5 UV2VIS ACTIVITY,1/1/2018,12/31/2018,"150,364.00"
European Space Agency Paris,SODERN,AVENUE DESCARTES 20 94451 LIMEIL-BREVANNES France,SENTINEL-5P PLATFORM IN-ORBIT OPERATIONS  MAINTENANCE SUPPORT,1/1/2018,12/31/2018,"240,504.00"
European Space Agency Paris,SOLENIX DEUTSCHLAND GMBH,Spreestrasse 3 64295 DARMSTADT Germany,COPERNICUS SENTINELS HKTM ANALYSIS  WAREHOUSING TOOL. FOS ENGINEERING ANDOPERATIONAL SUPPORT,1/1/2018,12/31/2018,"799,999.82"
European Space Agency Paris,SPACETECH GMBH,SEELBACHSTRASSE 13 88090 Immenstaad Germany,SENTINEL-6 A/B - CESS,1/1/2018,12/31/2018,"45,000.00"
European Space Agency Paris,SPACETECH GMBH,SEELBACHSTRASSE 13 88090 Immenstaad Germany,SENTINEL-6 A/B - SAW,1/1/2018,12/31/2018,"161,957.00"
European Space Agency Paris,STFC RUTHERFORD APPLETON LABORATORY,HARWELL CAMPUS Didcot United Kingdom,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"179,890.00"
European Space Agency Paris,SWEDISH SPACE CORPORATION,Torggatan 15 P.O. Box 4207 171 04 Solna Sweden,COPERNICUS KIRUNA STATION OPERATIONS AND MAINTENANCE SERVICES,1/1/2018,12/31/2018,"4,432,320.00"
European Space Agency Paris,Teledyne e2v (UK) Limited,WATERHOUSE LANE 106 CM1 2QU CHELMSFORD UnitedKingdom,SENTINEL-5 UVN CCD ACTIVITY,1/1/2018,12/31/2018,"17,619.00"
European Space Agency Paris,TELESPAZIO S.P.A.,VIA TIBURTINA 965 00156 I 00156 ROMA Italy,COPERNICUS SPACE COMPONENT DATA ACCESS SYSTEM (CSCDA) COORDINATED DATA ACCESSSYSTEM (CDS) VERSION 3 EVOLUTIONS OPERATIONS AND MAINTENANCE (CDS V3),1/1/2018,12/31/2018,"6,171,093.00"
European Space Agency Paris,Telespazio VEGA Deutschland GmbH,Europaplatz 5 64293 DARMSTADT Germany,COPERNICUS FLIGHT OPERATIONS SEGMENT MISSION CONTROL SYSTEM EVOLUTION TECHNICALSTUDY,1/1/2018,12/31/2018,"250,000.00"
European Space Agency Paris,Telespazio VEGA Deutschland GmbH,Europaplatz 5 64293 DARMSTADT Germany,COPERNICUS OPERATIONS SERVICE SUPPORT,1/1/2018,12/31/2018,"75,791.03"
European Space Agency Paris,Telespazio VEGA Deutschland GmbH,Europaplatz 5 64293 DARMSTADT Germany,STUDY ON OPERATIONS PREPARATION ENVIRONMENT(S) FOR MANAGEMENT OF COPERNICUSSENTINEL MULTI-SATELLITE CONSTELLATIONS (OPEN-MC),1/1/2018,12/31/2018,"500,000.00"
European Space Agency Paris,THALES ALENIA SPACE ESPANA,C / EINSTEIN 7 (PTM) 28760 E-28760 TRES CANTOS -MADRID Spain,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"321,441.00"
European Space Agency Paris,THALES ALENIA SPACE ESPANA,C / EINSTEIN 7 (PTM) 28760 E-28760 TRES CANTOS -MADRID Spain,SENTINEL-6 A/B - SBT,1/1/2018,12/31/2018,"21,817.00"
European Space Agency Paris,THALES ALENIA SPACE FRANCE,AVENUE JEAN-FRANCOIS CHAMPOLLION 26 31100TOULOUSE France,COPERNICUS SPACE COMPONENT SENTINEL-2 PAYLOAD DATA GROUND SEGMENT SYSTEMOPERATIONS MAINTENANCE AND EVOLUTION,1/1/2018,12/31/2018,"29,119,786.00"
European Space Agency Paris,THALES ALENIA SPACE FRANCE,AVENUE JEAN-FRANCOIS CHAMPOLLION 26 31100TOULOUSE France,SENTINEL-2 PAYLOAD DATA GROUND SEGMENT (PDGS),1/1/2018,12/31/2018,"134,864.00"
European Space Agency Paris,THALES ALENIA SPACE FRANCE,AVENUE JEAN-FRANCOIS CHAMPOLLION 26 31100TOULOUSE France,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"1,387,028.00"
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO 24 00131 ROME Italy,Sentinel-1 Satellites C/D Units Construction,1/1/2018,12/31/2018,"2,807,158.00"
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO 24 00131 ROME Italy,Sentinel-3 Satellites C/D Units construction,1/1/2018,12/31/2018,"100,000.00"
European Space Agency Paris,THALES SERVICES S.A.S,AVENUE DU GENERAL EISENHOWER Number 31037 BP 1228TOULOUSE France,SENTINEL-2 PAYLOAD DATA GROUND SEGMENT (PDGS),1/1/2018,12/31/2018,"438,235.00"
European Space Agency Paris,T-Systems International GmbH,HAHNSTRASSE 43 D 60528 FRANKFURT MAIN Germany,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FOR THE GMES SENTINELSSATELLITES,1/1/2018,12/31/2018,"1,863,041.96"
European Space Agency Paris,TTI,Albert Einstein 14 39011 SANTANDER Spain,PORTING OF GROUND STATION MONITORING AND CONTROL SYSTEM IN SUPPORT TO COPERNICUSSENTINELS MULTI-SATELLITE CONSTELLATIONS,1/1/2018,12/31/2018,"500,000.00"
European Space Agency Paris,TU Wien,Karlsplatz 13 1040 WIEN Austria,DEVELOPMENT OF A GLOBAL  SENTINEL-1 LAND SURFACE BACKSCATTER MODEL,1/1/2018,12/31/2018,"234,889.00"
